r,v,p
26.92,2.98,0.33
68.05,119.63,210.28
467.22,14.99,0.48
8.95,35.31,139.32
138.43,127.4,117.25
54.55,2.24,0.09
4.58,139.89,4273.35
730.88,14.63,0.29
372.69,229.67,141.54
117.69,1.62,0.02
579.18,22.83,0.9
665.3,209.44,65.94
178.05,105.96,63.06
517.54,367.01,260.26
162.67,359.42,794.17
140.89,222.73,352.11
84.58,9.5,1.07
257.22,5.17,0.1
1.86,4.81,12.39
744.59,11.72,0.18
690.88,1.58,0.0
0.64,138.15,29947.78
471.64,26.49,1.49
1.46,348.53,83429.43
8.06,13.26,21.84
238.3,61.53,15.89
1.9,88.59,4137.78
441.91,5.53,0.07
497.01,1.63,0.01
33.64,1.58,0.07
0.53,17.35,570.89
5.41,56.81,596.9
83.4,2.26,0.06
1711.05,41.42,1.0
94.36,14.96,2.37
4.31,8.1,15.21
96.09,34.68,12.51
44.06,1.88,0.08
322.12,38.26,4.54
1.21,5.95,29.15
275.57,6.77,0.17
44.53,255.54,1466.42
1471.38,34.4,0.8
8.52,41.01,197.39
95.0,22.67,5.41
1138.13,58.7,3.03
1.17,44.61,1701.09
1188.29,366.16,112.83
150.24,330.35,726.39
0.88,3.79,16.37
6.07,59.81,589.47
177.77,1.83,0.02
0.87,10.4,123.63
62.51,3.51,0.2
8.81,149.81,2548.03
86.21,5.32,0.33
0.73,44.04,2654.61
689.12,2.74,0.01
1605.22,2.79,0.0
1544.99,1.61,0.0
250.76,2.3,0.02
1.47,484.06,159313.91
269.33,128.9,61.69
0.61,4.04,26.65
0.6,375.55,234782.4
7.32,118.17,1907.09
28.78,1.77,0.11
297.87,43.18,6.26
144.62,1.59,0.02
20.19,155.32,1194.88
4.84,7.16,10.59
1952.87,69.92,2.5
17.14,1.75,0.18
21.13,9.41,4.19
1.94,3.6,6.66
364.69,9.55,0.25
157.64,170.28,183.94
3.12,306.35,30077.28
0.99,352.59,125554.82
141.31,151.94,163.38
113.91,19.97,3.5
4.82,11.69,28.36
1330.57,46.2,1.6
1.75,2.08,2.48
18.04,275.02,4192.32
1252.94,28.08,0.63
16.25,428.95,11322.82
99.77,4.04,0.16
13.52,41.32,126.21
4.86,393.67,31882.55
1751.12,8.4,0.04
14.91,70.16,330.16
830.94,28.49,0.98
3.37,345.04,35355.58
2.93,62.93,1352.28
0.65,123.21,23450.33
111.25,17.5,2.75
10.63,13.84,18.03
649.29,4.11,0.03
25.32,7.1,1.99
1536.25,11.75,0.09
2.33,7.59,24.74
672.67,44.77,2.98
313.56,6.27,0.13
299.14,3.5,0.04
551.99,160.91,46.9
275.57,19.3,1.35
90.09,43.91,21.4
1.48,46.77,1473.28
0.65,239.05,87269.87
1037.34,42.29,1.72
83.21,7.22,0.63
369.95,483.57,632.08
27.13,2.98,0.33
1.32,229.35,39762.93
1.41,91.34,5907.95
147.37,3.05,0.06
17.74,10.83,6.62
2.64,411.51,64191.6
29.49,95.44,308.85
0.85,177.25,36892.5
62.41,5.66,0.51
4.65,2.95,1.87
373.1,403.61,436.61
6.56,31.23,148.64
21.81,3.13,0.45
0.55,45.15,3702.04
0.91,123.79,16806.33
12.96,4.92,1.87
26.78,2.49,0.23
72.49,165.26,376.73
5.62,60.23,645.81
159.34,2.01,0.03
626.88,5.12,0.04
322.14,42.62,5.64
0.69,412.56,245078.57
26.9,4.72,0.83
1.19,4.86,19.76
3.72,31.92,273.75
1790.56,281.03,44.11
1.63,486.89,145415.72
31.33,1.75,0.1
84.26,69.22,56.87
169.55,3.38,0.07
51.86,8.2,1.3
0.54,1.61,4.79
7.5,16.29,35.38
36.63,47.28,61.04
1.04,1.57,2.39
9.16,20.05,43.9
0.66,9.52,137.52
0.96,1.55,2.49
13.45,25.67,49.0
1.5,160.67,17174.15
55.37,334.94,2026.08
152.22,109.72,79.08
382.59,130.08,44.23
2.63,115.97,5114.14
2.01,6.15,18.88
1.19,12.02,121.38
98.05,19.5,3.88
175.28,5.46,0.17
0.65,11.46,202.28
1178.32,70.24,4.19
0.77,4.35,24.56
44.54,1.71,0.07
179.08,32.44,5.88
685.89,71.02,7.35
186.7,18.65,1.86
386.23,9.29,0.22
8.35,199.17,4750.72
430.55,91.42,19.41
0.97,38.51,1525.95
835.9,17.75,0.38
46.93,90.89,176.03
439.47,282.01,180.97
21.29,24.93,29.19
104.03,42.69,17.52
39.36,67.33,115.17
215.87,21.77,2.2
0.98,26.84,732.23
0.82,1.91,4.42
3.88,319.33,26268.77
1.88,370.58,73132.64
690.54,339.26,166.68
3.08,2.17,1.53
1637.18,1.51,0.0
8.18,2.12,0.55
2.26,41.22,750.16
349.55,17.57,0.88
117.94,474.63,1910.04
31.15,142.19,649.01
50.05,74.26,110.18
194.8,3.15,0.05
3.33,13.8,57.26
1940.1,241.93,30.17
1622.68,103.73,6.63
110.02,1.77,0.03
2.62,9.62,35.37
140.99,59.61,25.21
0.91,31.52,1091.68
0.64,461.15,329837.44
4.24,34.7,284.08
23.19,77.14,256.56
670.72,140.57,29.46
208.1,9.23,0.41
236.72,249.0,261.92
17.05,1.64,0.16
8.81,403.07,18438.13
10.85,35.95,119.08
1805.27,1.83,0.0
0.7,50.12,3601.89
663.85,4.89,0.04
60.73,233.01,894.04
19.01,18.06,17.16
204.83,40.29,7.93
28.31,368.98,4808.78
699.99,3.36,0.02
877.71,3.81,0.02
16.52,2.97,0.53
4.97,3.23,2.09
68.02,39.92,23.43
966.85,2.93,0.01
2.87,10.92,41.55
87.69,3.05,0.11
94.16,23.3,5.76
218.62,1.82,0.02
1.49,12.04,97.41
189.42,268.95,381.88
940.5,18.41,0.36
2.22,195.18,17165.73
3.59,4.4,5.4
1577.59,17.52,0.19
2.24,57.06,1451.68
597.75,1.6,0.0
29.66,299.71,3028.51
3.89,498.03,63827.06
684.64,4.78,0.03
20.09,4.03,0.81
35.76,70.13,137.55
9.84,4.05,1.66
68.36,61.85,55.97
1.94,84.47,3675.94
12.81,34.12,90.87
1551.86,5.84,0.02
4.25,270.81,17240.73
116.03,8.18,0.58
7.42,34.03,156.13
305.54,6.38,0.13
1.48,215.64,31410.66
1557.13,34.65,0.77
21.55,235.46,2572.13
3.54,20.45,118.08
0.92,5.31,30.61
2.04,45.91,1031.03
37.26,8.02,1.73
8.18,125.83,1935.08
483.79,5.99,0.07
17.83,44.18,109.51
3.93,4.22,4.53
83.55,262.06,821.92
175.72,43.48,10.76
2.0,89.13,3975.08
2.01,3.9,7.59
0.68,142.3,29879.57
224.66,7.68,0.26
123.04,11.51,1.08
25.62,1.71,0.11
549.19,2.21,0.01
399.06,4.41,0.05
64.19,2.6,0.11
670.71,1.72,0.0
2.76,13.16,62.84
1.27,134.15,14225.39
4.68,6.37,8.67
0.8,13.2,217.11
40.95,36.98,33.39
1182.17,12.61,0.13
0.69,387.47,216661.78
1.38,5.33,20.65
21.27,20.05,18.9
1155.7,217.73,41.02
6.88,9.47,13.03
33.58,3.8,0.43
0.71,305.25,132005.35
1.71,45.86,1228.76
1790.07,30.59,0.52
1497.56,3.22,0.01
0.52,2.3,10.18
1341.08,332.9,82.64
100.26,2.38,0.06
668.75,25.71,0.99
21.73,124.47,713.07
35.99,103.52,297.77
28.83,71.23,176.0
126.2,1.81,0.03
1.59,68.05,2908.76
0.64,4.08,26.01
6.43,41.09,262.62
172.69,57.71,19.29
2.67,6.47,15.71
133.26,20.9,3.28
1558.3,10.46,0.07
1.09,390.55,140008.16
132.35,204.73,316.7
19.83,5.24,1.38
669.99,2.29,0.01
2.17,30.55,429.61
156.26,9.71,0.6
522.29,316.08,191.29
1263.36,6.36,0.03
144.57,6.52,0.29
30.89,10.0,3.24
84.04,2.64,0.08
674.25,31.72,1.49
56.8,6.92,0.84
0.64,15.72,384.17
1127.98,51.18,2.32
152.3,44.83,13.2
136.71,9.1,0.61
2.99,3.54,4.2
118.12,78.48,52.15
13.11,1.7,0.22
110.85,98.64,87.78
1.21,42.22,1472.59
117.1,17.64,2.66
1990.3,5.38,0.01
0.75,204.38,56009.46
1655.05,2.4,0.0
14.61,319.27,6976.42
684.66,4.37,0.03
328.98,5.09,0.08
55.13,94.21,160.99
228.51,494.21,1068.86
730.19,5.28,0.04
14.28,49.8,173.66
7.53,240.2,7659.12
126.96,15.53,1.9
406.33,77.37,14.73
278.46,2.52,0.02
373.89,5.63,0.08
18.53,478.36,12346.22
441.43,40.89,3.79
1.36,28.16,585.02
45.74,2.13,0.1
0.52,6.25,74.56
7.38,139.98,2654.34
10.45,22.47,48.33
13.37,97.68,713.84
159.99,312.61,610.82
12.55,171.34,2339.68
20.66,4.05,0.8
3.59,85.27,2027.49
11.05,85.13,655.71
3.29,451.16,61808.81
0.92,29.05,919.46
74.58,20.65,5.72
127.62,94.52,70.01
85.19,167.14,327.91
23.36,44.26,83.86
11.67,81.07,563.28
643.8,253.8,100.05
37.05,149.35,602.09
26.61,3.39,0.43
0.62,230.39,85823.11
8.48,33.25,130.41
11.71,92.48,730.54
13.66,341.24,8522.5
61.49,150.77,369.68
41.79,137.9,455.11
77.39,51.35,34.07
284.53,361.71,459.84
424.03,9.73,0.22
193.06,10.59,0.58
1383.0,462.92,154.95
0.58,311.77,167119.08
2.54,5.3,11.06
0.53,2.34,10.33
107.45,56.11,29.31
858.48,22.3,0.58
3.77,74.76,1483.63
1091.95,9.44,0.08
0.82,170.63,35324.39
1161.09,33.05,0.94
9.24,455.48,22459.75
1.16,2.68,6.19
28.13,403.34,5784.12
4.21,252.89,15204.77
5.31,108.66,2223.38
6.4,120.98,2288.72
390.41,13.14,0.44
43.76,32.88,24.71
6.61,17.8,47.91
78.96,166.28,350.14
189.93,39.49,8.21
4.8,70.6,1039.15
15.44,20.9,28.3
1.37,11.08,89.31
2.25,15.6,108.33
142.04,13.05,1.2
2.25,1.79,1.43
38.96,90.89,212.0
179.06,141.72,112.16
1.21,49.83,2046.34
55.27,6.04,0.66
4.2,87.87,1838.88
1470.59,2.59,0.0
27.59,324.58,3818.77
400.13,66.09,10.92
47.96,100.72,211.49
0.72,31.15,1354.13
95.42,59.55,37.17
1336.54,52.8,2.09
73.45,4.1,0.23
446.41,39.75,3.54
765.48,27.27,0.97
3.32,2.17,1.42
2.9,30.5,320.6
79.39,428.04,2307.89
15.12,124.73,1028.96
529.91,5.24,0.05
872.79,51.79,3.07
9.38,5.61,3.35
3.57,205.05,11790.76
323.94,135.72,56.86
4.88,471.0,45416.01
459.28,6.87,0.1
16.8,36.45,79.07
126.92,221.65,387.07
1.1,106.64,10298.47
88.34,2.54,0.07
21.2,2.44,0.28
64.86,4.57,0.32
2.01,179.33,15964.66
225.55,3.51,0.05
640.94,5.84,0.05
3.02,117.32,4560.79
1.11,45.7,1888.25
0.61,172.56,48950.4
102.66,22.63,4.99
76.87,147.6,283.41
46.58,12.34,3.27
3.42,5.91,10.19
12.79,76.37,455.88
69.23,17.33,4.34
30.79,367.68,4391.33
1807.31,81.19,3.65
1.55,135.85,11904.42
159.56,1.93,0.02
14.3,19.9,27.7
17.43,150.37,1297.05
192.22,423.9,934.83
156.02,246.94,390.85
1860.09,4.42,0.01
1.45,295.07,60034.99
1.19,146.98,18219.37
203.27,133.67,87.9
60.58,192.72,613.04
4.86,4.04,3.37
0.97,16.62,286.05
1.02,2.01,3.97
831.57,1.98,0.0
2.46,219.42,19609.07
7.31,115.3,1819.09
3.28,12.22,45.55
9.5,28.48,85.38
0.89,5.95,39.78
37.04,21.6,12.6
0.88,5.68,36.86
381.86,42.1,4.64
3.47,182.49,9586.52
44.07,236.39,1268.02
739.72,24.57,0.82
110.53,260.24,612.73
41.56,119.58,344.01
7.37,299.7,12193.78
7.92,250.44,7924.18
128.97,27.66,5.93
1905.11,13.01,0.09
121.05,176.71,257.96
51.07,118.02,272.74
214.2,4.1,0.08
23.7,1.68,0.12
0.82,58.5,4155.66
53.01,371.91,2609.08
1407.32,5.51,0.02
2.14,59.2,1637.46
152.9,10.07,0.66
2.65,19.9,149.62
42.57,4.91,0.57
1.11,6.3,35.57
20.95,12.09,6.97
264.68,25.4,2.44
8.93,46.97,247.04
124.17,114.35,105.31
366.63,26.96,1.98
1093.25,213.59,41.73
3.5,3.18,2.88
13.72,11.76,10.08
1.77,388.95,85469.92
1879.12,4.16,0.01
1091.65,3.39,0.01
44.05,67.99,104.95
539.54,114.63,24.35
37.63,4.68,0.58
88.14,5.65,0.36
1.05,16.38,256.15
262.72,158.56,95.69
1.44,15.6,168.65
472.62,45.21,4.33
328.01,34.03,3.53
178.61,173.83,169.17
0.67,304.55,137431.62
6.18,49.96,404.05
4.43,206.83,9649.83
9.91,8.49,7.27
1.03,8.67,72.69
1185.63,104.64,9.23
49.41,467.08,4415.48
6.3,5.15,4.21
13.46,2.86,0.61
20.41,4.07,0.81
72.84,83.99,96.85
36.01,335.14,3118.78
1024.88,10.45,0.11
30.84,5.08,0.84
1874.06,3.99,0.01
583.25,3.21,0.02
2.82,98.59,3448.31
1124.68,5.45,0.03
1.31,422.12,135753.96
440.02,234.75,125.24
11.75,45.36,175.12
726.92,102.29,14.39
669.52,66.08,6.52
399.91,466.57,544.34
350.52,3.03,0.03
6.26,263.3,11078.05
0.98,72.89,5431.54
14.14,37.65,100.23
2.11,17.76,149.54
159.3,474.63,1414.12
8.82,177.85,3584.77
1633.72,1.66,0.0
101.81,1.89,0.04
458.77,123.27,33.12
1.5,33.88,764.97
636.79,40.37,2.56
1053.89,10.18,0.1
28.41,325.36,3726.72
76.34,5.53,0.4
284.35,78.05,21.43
2.13,2.16,2.19
32.3,7.58,1.78
13.65,301.45,6659.71
1.68,18.25,197.78
10.54,61.02,353.26
0.88,10.7,129.99
0.62,52.66,4477.43
1.53,1.9,2.36
1472.88,6.8,0.03
47.69,302.09,1913.65
1506.33,3.76,0.01
18.07,4.32,1.03
6.64,26.02,101.98
33.28,160.32,772.4
19.15,4.96,1.28
1.2,230.52,44241.34
101.69,2.6,0.07
3.0,30.64,312.93
85.26,9.1,0.97
109.91,3.92,0.14
1.76,7.3,30.2
0.83,138.58,23090.88
324.58,1.83,0.01
22.66,457.75,9248.3
0.81,98.14,11891.86
1916.63,8.93,0.04
0.81,13.63,229.92
159.41,15.8,1.57
1746.79,1.71,0.0
3.64,2.3,1.46
1.63,10.07,62.36
1.37,6.15,27.61
6.19,128.09,2652.33
1.16,5.68,27.87
155.66,10.48,0.71
0.84,400.84,191690.06
34.19,206.19,1243.31
1945.95,181.34,16.9
427.5,184.24,79.4
82.23,61.17,45.5
6.34,32.96,171.31
88.36,185.18,388.07
39.57,11.31,3.23
17.13,37.2,80.81
1.48,234.96,37342.86
780.86,2.77,0.01
20.85,1.78,0.15
2.51,290.88,33682.38
10.56,96.04,873.44
15.51,42.11,114.3
478.42,3.37,0.02
219.53,484.63,1069.86
295.16,9.51,0.31
0.55,2.16,8.54
15.78,18.45,21.57
27.09,2.19,0.18
0.59,28.34,1370.08
4.31,16.66,64.36
273.89,96.77,34.19
1.56,24.51,385.3
42.38,81.71,157.52
2.98,8.35,23.42
0.55,3.95,28.23
3.7,71.43,1380.1
1637.29,154.93,14.66
385.62,16.01,0.67
1430.29,1.65,0.0
28.59,11.81,4.88
1.24,2.08,3.49
47.07,134.69,385.42
21.66,2.02,0.19
550.04,3.2,0.02
1.13,26.45,620.5
28.68,13.84,6.68
1.74,176.24,17896.0
7.39,183.67,4566.7
226.45,6.44,0.18
25.92,183.84,1303.99
11.3,2.68,0.64
13.18,36.25,99.69
22.59,6.54,1.9
336.24,493.93,725.58
817.17,169.85,35.31
1380.84,5.14,0.02
341.54,7.99,0.19
6.84,85.16,1060.23
150.55,255.92,435.04
18.85,40.16,85.55
4.13,56.03,759.44
534.37,3.77,0.03
0.69,380.75,210816.67
885.46,179.94,36.57
22.97,9.2,3.69
98.68,2.35,0.06
118.58,5.05,0.21
837.99,83.63,8.35
98.24,32.26,10.59
81.36,2.76,0.09
0.87,24.06,666.05
36.84,54.82,81.58
1.74,47.96,1323.96
226.6,114.58,57.94
35.0,20.02,11.45
140.99,62.68,27.87
0.71,20.36,586.87
1.01,86.77,7453.39
190.2,395.3,821.58
0.91,7.36,59.65
0.9,142.1,22364.83
0.55,129.58,30373.91
1394.27,27.73,0.55
226.74,30.15,4.01
9.36,2.54,0.69
5.85,19.35,64.0
9.09,365.89,14725.7
308.54,121.05,47.49
120.58,9.05,0.68
2.32,3.97,6.78
2.12,4.43,9.28
1.13,3.22,9.18
119.51,327.57,897.8
283.33,74.32,19.5
4.5,141.65,4453.98
0.59,3.38,19.22
0.99,78.92,6300.54
1532.0,163.2,17.39
5.8,2.31,0.92
294.96,64.14,13.95
88.93,115.65,150.4
11.88,5.46,2.51
2.75,4.37,6.95
1.37,27.58,555.99
82.09,57.1,39.72
308.49,7.2,0.17
104.32,74.02,52.52
40.66,177.3,773.19
0.71,454.25,291409.41
1540.01,92.04,5.5
376.69,212.03,119.35
5.67,5.58,5.49
1693.88,5.11,0.02
73.62,388.82,2053.56
62.65,97.65,152.21
247.5,2.93,0.03
419.77,17.65,0.74
115.78,39.02,13.15
1.45,5.6,21.7
8.27,10.36,12.99
1101.5,32.21,0.94
3.22,53.18,877.8
10.95,2.23,0.45
18.0,4.44,1.09
19.13,26.17,35.81
80.69,3.41,0.14
1247.34,2.93,0.01
3.68,11.59,36.49
1.37,14.14,145.93
2.57,20.85,168.97
782.94,8.9,0.1
105.98,13.54,1.73
5.36,18.01,60.56
434.57,93.5,20.12
633.4,93.71,13.86
559.97,3.85,0.03
1020.94,8.07,0.06
4.05,21.2,110.94
262.23,12.3,0.58
22.8,2.46,0.27
539.39,230.0,98.08
210.4,364.84,632.65
313.17,117.34,43.96
115.48,475.53,1958.21
2.18,43.53,869.91
45.94,174.66,664.01
1761.2,3.58,0.01
1189.87,43.07,1.56
0.72,3.3,15.18
1.96,150.38,11527.73
1.49,3.29,7.27
206.06,30.32,4.46
441.25,176.26,70.41
2.94,164.79,9243.0
33.2,13.82,5.75
533.62,7.63,0.11
218.05,101.58,47.32
44.89,6.34,0.89
66.9,11.99,2.15
33.89,43.47,55.76
5.9,1.84,0.57
54.23,14.18,3.71
151.49,163.47,176.4
699.41,4.9,0.03
97.93,101.27,104.71
275.79,134.94,66.02
1.89,2.14,2.43
22.99,2.5,0.27
0.54,97.15,17470.16
3.87,73.0,1377.52
206.88,282.93,386.93
1868.65,21.27,0.24
1.14,135.17,16051.73
13.97,133.13,1268.77
380.95,36.24,3.45
2.72,3.7,5.04
49.94,280.3,1573.32
218.54,28.97,3.84
82.75,2.14,0.06
2.38,11.51,55.74
9.53,4.33,1.96
332.84,224.73,151.73
49.58,7.45,1.12
0.52,150.22,43217.06
275.49,341.06,422.25
0.67,387.64,224226.41
242.74,8.22,0.28
2.68,71.53,1908.16
1412.56,32.2,0.73
10.58,420.03,16681.67
7.53,125.05,2077.8
1.72,1.99,2.3
6.31,248.72,9809.4
718.98,277.02,106.73
1940.11,6.51,0.02
10.61,166.57,2615.43
20.65,477.76,11054.23
199.49,20.9,2.19
778.22,91.79,10.83
68.41,80.37,94.42
12.86,6.37,3.15
15.32,14.14,13.05
160.19,4.65,0.14
0.51,6.94,93.71
85.26,15.86,2.95
9.54,6.31,4.18
362.84,170.47,80.09
1.08,3.58,11.84
65.72,25.69,10.04
27.01,44.76,74.19
102.96,14.96,2.17
0.86,63.86,4763.68
61.39,71.21,82.61
52.66,190.32,687.87
52.3,25.94,12.86
74.61,1.93,0.05
136.66,335.86,825.4
396.82,2.91,0.02
4.69,3.59,2.76
468.65,167.19,59.65
31.17,10.46,3.51
0.95,2.11,4.69
0.81,2.49,7.62
8.0,52.46,344.16
335.9,78.48,18.33
177.04,1.9,0.02
346.42,4.48,0.06
36.49,303.84,2529.72
19.26,406.73,8590.7
1.7,50.93,1526.87
7.61,71.1,664.62
18.3,487.91,13011.9
1.04,2.5,6.0
3.12,35.06,394.46
71.42,119.16,198.82
223.29,5.51,0.14
1972.78,372.21,70.23
1148.42,65.78,3.77
103.16,5.15,0.26
16.46,253.22,3896.27
97.84,2.62,0.07
338.01,459.73,625.27
1.33,3.98,11.85
14.98,101.2,683.68
529.65,7.72,0.11
12.07,2.18,0.4
57.4,20.99,7.67
65.49,395.3,2386.14
2.31,6.61,18.93
10.09,11.1,12.22
8.01,460.06,26407.93
0.62,41.64,2790.14
0.61,91.77,13780.73
495.21,3.8,0.03
4.81,31.62,207.61
36.74,95.55,248.52
5.96,2.26,0.86
1222.79,92.4,6.98
4.3,2.13,1.06
17.64,4.04,0.93
695.98,22.39,0.72
539.09,81.15,12.22
2.34,7.96,27.1
389.17,1.64,0.01
22.36,322.9,4663.82
27.46,7.69,2.16
1.51,24.54,398.06
0.98,2.2,4.95
209.44,80.4,30.87
30.71,150.81,740.66
18.73,21.74,25.24
212.18,3.78,0.07
286.02,3.05,0.03
1.87,365.45,71496.92
78.89,101.77,131.29
1.54,14.4,134.92
254.37,4.81,0.09
116.24,63.45,34.63
1395.58,77.66,4.32
0.89,135.52,20732.19
0.8,32.81,1341.33
5.19,5.93,6.77
4.38,331.69,25108.78
3.88,45.24,527.7
919.08,1.53,0.0
3.96,14.52,53.21
4.77,5.25,5.79
271.87,18.6,1.27
20.84,111.37,595.05
313.85,8.88,0.25
0.86,2.39,6.66
28.53,117.19,481.42
0.66,259.16,101646.23
0.84,2.37,6.7
920.48,218.0,51.63
1.59,330.41,68796.09
41.38,180.26,785.27
15.13,1.85,0.23
8.92,8.06,7.28
871.41,7.41,0.06
0.6,17.11,488.7
123.02,4.85,0.19
1476.3,326.47,72.2
52.09,4.8,0.44
1184.3,14.1,0.17
0.77,34.6,1552.55
16.12,6.0,2.23
4.33,14.66,49.68
214.5,132.87,82.3
1712.62,6.96,0.03
4.2,82.97,1640.13
113.59,111.47,109.39
2.59,2.0,1.55
54.37,22.37,9.2
23.45,2.03,0.18
1585.59,450.09,127.76
77.79,4.12,0.22
9.08,111.43,1368.13
1.29,103.97,8391.28
1.75,12.87,94.5
3.24,95.5,2814.82
4.01,9.79,23.92
579.35,2.79,0.01
52.54,355.75,2408.64
38.39,58.66,89.62
1.3,2.93,6.63
626.97,4.92,0.04
200.72,3.17,0.05
0.88,1.97,4.43
177.27,157.25,139.48
45.38,1.93,0.08
0.98,91.01,8410.42
22.38,123.14,677.61
27.85,5.07,0.92
1.98,101.02,5160.66
1274.77,75.61,4.48
576.28,261.77,118.91
128.48,3.55,0.1
23.13,110.59,528.75
15.21,9.82,6.34
110.62,1.66,0.02
46.09,10.52,2.4
0.84,12.36,182.18
35.08,37.98,41.12
401.5,260.26,168.7
22.55,42.17,78.87
0.77,2.44,7.76
339.77,69.94,14.4
2.66,14.58,80.01
4.27,9.86,22.78
1.96,5.2,13.77
7.73,48.61,305.52
265.97,12.96,0.63
37.14,478.4,6162.49
2.74,108.67,4318.05
726.05,2.88,0.01
736.68,5.2,0.04
683.67,9.76,0.14
3.62,232.79,14955.01
21.1,1.73,0.14
1765.88,376.29,80.18
301.86,7.78,0.2
0.63,87.73,12288.51
0.86,7.3,62.14
23.45,3.38,0.49
941.97,8.2,0.07
43.59,1.61,0.06
31.05,59.24,113.0
1.2,147.88,18234.88
116.07,1.5,0.02
457.34,42.81,4.01
11.73,16.06,21.98
311.01,107.62,37.24
1489.61,3.78,0.01
2.71,13.63,68.6
38.37,215.95,1215.28
5.41,8.37,12.93
358.82,11.56,0.37
60.19,213.16,754.94
96.55,61.3,38.92
374.2,40.62,4.41
13.34,1.65,0.2
988.96,3.62,0.01
41.59,5.01,0.6
1.85,41.62,934.75
160.56,152.57,144.97
360.04,4.98,0.07
6.92,3.32,1.6
611.76,3.67,0.02
918.23,7.46,0.06
4.97,5.89,6.98
1744.51,30.37,0.53
1.61,11.18,77.79
2.67,6.03,13.63
2.3,3.04,4.01
830.18,57.83,4.03
113.7,13.81,1.68
1.77,118.99,8020.08
19.28,306.99,4888.83
82.28,12.58,1.92
1.0,131.31,17256.92
754.2,13.01,0.22
392.28,346.68,306.38
33.02,8.01,1.95
1522.71,26.89,0.47
15.99,1.56,0.15
1753.05,6.1,0.02
127.31,3.62,0.1
96.63,95.34,94.07
1.98,2.26,2.57
751.15,49.11,3.21
17.33,4.52,1.18
1.92,140.06,10216.1
0.56,69.55,8713.23
51.91,149.75,432.02
39.69,2.76,0.19
195.04,111.7,63.97
804.88,14.62,0.27
0.97,43.98,2002.54
215.71,2.12,0.02
2.37,41.88,741.25
616.84,74.35,8.96
445.95,488.15,534.34
44.35,275.52,1711.48
180.85,24.6,3.35
6.78,7.25,7.75
24.9,3.5,0.49
455.57,41.07,3.7
22.56,21.74,20.95
9.72,36.28,135.39
30.14,24.35,19.67
481.25,284.23,167.87
8.06,111.39,1539.22
2.11,5.06,12.12
183.52,57.91,18.27
472.27,23.75,1.19
1.15,164.41,23462.69
3.66,167.52,7675.79
1.62,5.3,17.32
8.96,27.11,82.05
20.95,34.52,56.9
249.05,11.09,0.49
110.78,1.55,0.02
86.22,484.39,2721.45
9.29,7.16,5.52
536.93,93.06,16.13
24.92,259.9,2710.34
1681.76,6.71,0.03
96.2,191.86,382.64
1.42,2.24,3.51
136.33,66.55,32.49
7.41,9.54,12.26
148.31,27.25,5.01
0.89,428.48,206082.07
2.13,34.73,565.69
604.49,84.56,11.83
3.29,224.32,15292.01
517.66,1.9,0.01
5.07,4.59,4.16
103.44,186.55,336.46
158.25,3.06,0.06
35.12,7.72,1.69
6.29,112.84,2024.11
2.92,8.39,24.11
0.66,50.61,3889.55
6.22,3.3,1.76
112.64,43.66,16.92
1198.95,2.66,0.01
687.23,2.47,0.01
287.33,31.41,3.43
345.94,3.83,0.04
124.25,77.48,48.32
4.33,171.79,6815.11
926.28,2.05,0.0
130.31,5.82,0.26
52.2,462.49,4097.2
1.26,13.37,142.32
20.38,27.84,38.02
22.76,137.27,827.84
650.4,145.88,32.72
46.56,6.04,0.78
11.73,367.83,11537.01
1649.92,46.7,1.32
1.25,98.7,7777.38
16.63,12.93,10.05
0.71,13.38,252.74
231.29,2.36,0.02
1013.76,374.98,138.7
5.1,76.31,1141.45
617.69,51.55,4.3
5.64,23.58,98.52
954.15,9.15,0.09
259.89,1.74,0.01
396.55,32.37,2.64
0.58,349.13,209964.77
1469.17,39.19,1.05
207.24,36.96,6.59
6.26,77.68,963.66
485.85,303.54,189.64
5.16,1.68,0.55
696.12,205.19,60.48
1.27,3.87,11.79
171.27,24.61,3.54
44.32,3.32,0.25
1.11,4.04,14.68
3.72,214.99,12432.0
0.55,462.63,386208.07
24.41,3.13,0.4
6.08,13.43,29.66
71.5,3.85,0.21
5.88,3.52,2.1
6.02,11.6,22.39
237.68,11.24,0.53
0.75,11.05,163.72
893.82,87.9,8.64
587.32,1.71,0.0
127.19,4.75,0.18
68.52,115.11,193.41
818.65,88.13,9.49
2.33,15.38,101.75
0.96,110.29,12638.01
3.65,12.7,44.23
363.99,19.71,1.07
0.67,153.61,35398.73
62.85,4.41,0.31
1925.73,53.41,1.48
604.28,78.27,10.14
37.78,5.68,0.85
0.85,2.52,7.51
493.89,5.16,0.05
71.87,49.4,33.96
1.3,119.18,10951.02
1.09,3.98,14.54
945.15,4.18,0.02
128.67,2.5,0.05
485.41,162.41,54.34
733.0,2.84,0.01
57.35,181.13,572.05
36.55,261.03,1864.47
17.76,26.3,38.95
6.93,3.87,2.16
18.38,407.53,9034.65
306.57,370.01,446.58
73.64,5.43,0.4
820.15,7.82,0.07
19.77,2.63,0.35
76.87,152.88,304.07
93.97,74.41,58.92
67.65,1.51,0.03
169.78,1.77,0.02
3.58,2.91,2.36
35.04,323.72,2990.96
1.19,2.42,4.94
12.13,8.02,5.3
28.55,189.97,1264.13
111.77,8.22,0.61
1326.91,2.48,0.0
72.87,54.99,41.5
238.47,39.21,6.45
